valid,failure_reasons,selection_rate,movement_reduction,selective_migrations,always_migrations,gpu_bypass_rate,gpu_bypass_transfer_reduction,flowcache_transfer_ms,selective_migration_only_transfer_ms,selective_p95_cache_delay_ms,always_p95_cache_delay_ms,selective_modeled_service_cost_ms,always_modeled_service_cost_ms,selective_migration_only_p95_cache_delay_ms,selective_migration_only_modeled_service_cost_ms,replay_ratio_vs_oracle,candidate_id,minimum_net_benefit_ms,cpu_admission_margin_ms,gpu_admission_margin_ms,gpu_admission_cold_start_cost_ratio,expected_cpu_residence_steps,raw_results
False,gpu_bypass_transfer_reduction,0.2622086286133205,0.738500483486765,33263.0,127201.0,0.03384703028160022,0.016600116565332973,3390.7862275955267,3448.0238250107504,7556.304325349629,7347.4795909714885,12999494.205569673,12728917.813387292,7345.298391068354,12725012.447925342,0.9865954635399691,candidate-011,0.0,0.5,0.0,0.25,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-011.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.24261308778117344,0.7609688603077019,30405.0,127201.0,0.053371490239155155,0.05945832822891453,3158.397838997189,3358.0626290058717,7975.40011710953,7347.4795909714885,13433339.948911743,12728917.813387292,7345.298391068354,12724922.486729339,0.9743008527103709,candidate-012,0.0,0.5,0.0,0.25,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-012.csv
False,gpu_bypass_transfer_reduction,0.2791391484370695,0.7212207451199283,35461.0,127201.0,0.018545276983328186,0.008786349722327995,3510.963122214889,3542.0851208327804,7364.728814922273,7347.4795909714885,12838402.295399312,12728917.813387292,7345.298391068354,12725060.29597242,1.0050598048692612,candidate-013,0.0,0.5,0.0,0.5,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-013.csv
False,gpu_bypass_transfer_reduction,0.2622065616673761,0.738500483486765,33263.0,127201.0,0.03392260852484777,0.016600116565332973,3390.7862275955267,3448.0238250107504,7556.304325349629,7347.4795909714885,13000041.528628964,12728917.813387292,7345.298391068354,12725012.447925342,0.9881257550475012,candidate-014,0.0,0.5,0.0,0.5,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-014.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.2426510484823338,0.7609295524406254,30410.0,127201.0,0.05338009712479766,0.05937911589204818,3158.663838985376,3358.0626290058717,7975.40011710953,7347.4795909714885,13432701.66249748,12728917.813387292,7345.298391068354,12724922.486729339,0.9968686595742111,candidate-015,0.0,0.5,0.0,0.5,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-015.csv
False,gpu_bypass_transfer_reduction,0.2791391484370695,0.7212207451199283,35461.0,127201.0,0.018545276983328186,0.008786349722327995,3510.963122214889,3542.0851208327804,7364.728814922273,7347.4795909714885,12838402.295399312,12728917.813387292,7345.298391068354,12725060.29597242,0.9924499428462122,candidate-016,0.0,0.5,0.0,0.75,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-016.csv
False,gpu_bypass_transfer_reduction,0.2622007457215605,0.7385083450601804,33262.0,127201.0,0.033932429778039674,0.016615545692374244,3390.7330275978893,3448.0238250107504,7556.304325349629,7347.4795909714885,13000041.475428967,12728917.813387292,7345.298391068354,12725012.447925342,0.9988218241111912,candidate-017,0.0,0.5,0.0,0.75,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-017.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.23790215741848458,0.7670615797045621,29630.0,127201.0,0.053388703678723524,0.0849189003066087,3072.899643389974,3358.0626290058717,7975.40011710953,7347.4795909714885,13432865.560179634,12728917.813387292,7345.298391068354,12724922.486729339,0.978005495306518,candidate-018,0.0,0.5,0.0,0.75,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-018.csv
False,gpu_bypass_transfer_reduction,0.26580872797725463,0.7346718972335123,33750.0,127201.0,0.022815500243246196,0.00816200820483249,3419.881026260555,3448.0238250107504,7366.758409247268,7347.4795909714885,12868975.888020359,12728917.813387292,7345.298391068354,12725012.447925342,1.001086896971824,candidate-019,0.5,0.0,0.0,0.25,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-019.csv
False,gpu_bypass_transfer_reduction,0.2562081198265668,0.7444988640026415,32500.0,127201.0,0.03601775896033636,0.010603469676538465,3350.1946293981746,3386.0990277607925,7617.7863196935505,7347.4795909714885,13038379.646943998,12728917.813387292,7345.298391068354,12724950.523128092,0.982862870838011,candidate-020,0.5,0.0,0.0,0.25,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-020.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.2409951963741402,0.7625647597110086,30202.0,127201.0,0.05377317601733687,0.05950068537820841,3147.5982394767925,3346.731029509101,7975.40011710953,7347.4795909714885,13446905.240565423,12728917.813387292,7345.298391068354,12724911.15512984,0.9898586616077903,candidate-021,0.5,0.0,0.0,0.25,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-021.csv
False,gpu_bypass_transfer_reduction,0.26580085216309235,0.7346797588069276,33749.0,127201.0,0.02290280949071776,0.008177437331873762,3419.8278262629174,3448.0238250107504,7366.758409247268,7347.4795909714885,12869523.157879652,12728917.813387292,7345.298391068354,12725012.447925342,0.9979229635655049,candidate-022,0.5,0.0,0.0,0.5,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-022.csv
False,gpu_bypass_transfer_reduction,0.25621398333477857,0.7444910024292262,32501.0,127201.0,0.036092981321416674,0.010587758382450116,3350.247829395812,3386.0990277607925,7617.7863196935505,7347.4795909714885,13038927.023203287,12728917.813387292,7345.298391068354,12724950.523128092,0.9923925569146799,candidate-023,0.5,0.0,0.0,0.5,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-023.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.24103317028797588,0.7625254518439321,30207.0,127201.0,0.053781771600836005,0.059421204838588794,3147.8642394649796,3346.731029509101,7975.40011710953,7347.4795909714885,13446266.954151157,12728917.813387292,7345.298391068354,12724911.15512984,0.9959045202099693,candidate-024,0.5,0.0,0.0,0.5,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-024.csv
False,gpu_bypass_transfer_reduction,0.26564469372321653,0.7348920212891408,33722.0,127201.0,0.02354890889063105,0.008594023761988085,3418.391426326707,3448.0238250107504,7372.399017796852,7347.4795909714885,12872933.19056672,12728917.813387292,7345.298391068354,12725012.447925342,0.9979141421035379,candidate-025,0.5,0.0,0.0,0.75,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-025.csv
False,gpu_bypass_transfer_reduction,0.2562081198265668,0.7444988640026415,32500.0,127201.0,0.03610278120773799,0.010603469676538465,3350.1946293981746,3386.0990277607925,7617.7863196935505,7347.4795909714885,13038926.970003288,12728917.813387292,7345.298391068354,12724950.523128092,1.001965793156217,candidate-026,0.5,0.0,0.0,0.75,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-026.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.23626611854254653,0.768665340681284,29426.0,127201.0,0.0537903668531913,0.08506335977615705,3062.04684387194,3346.731029509101,7975.40011710953,7347.4795909714885,13446430.798633315,12728917.813387292,7345.298391068354,12724911.15512984,0.9909064655744768,candidate-027,0.5,0.0,0.0,0.75,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-027.csv
False,gpu_bypass_transfer_reduction,0.26580872797725463,0.7346718972335123,33750.0,127201.0,0.022815500243246196,0.00816200820483249,3419.881026260555,3448.0238250107504,7366.758409247268,7347.4795909714885,12868975.888020359,12728917.813387292,7345.298391068354,12725012.447925342,0.9965300082921742,candidate-028,0.5,0.5,0.0,0.25,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-028.csv
False,gpu_bypass_transfer_reduction,0.2562081198265668,0.7444988640026415,32500.0,127201.0,0.03601775896033636,0.010603469676538465,3350.1946293981746,3386.0990277607925,7617.7863196935505,7347.4795909714885,13038379.646943998,12728917.813387292,7345.298391068354,12724950.523128092,1.001113082785242,candidate-029,0.5,0.5,0.0,0.25,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-029.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.2409951963741402,0.7625647597110086,30202.0,127201.0,0.05377317601733687,0.05950068537820841,3147.5982394767925,3346.731029509101,7975.40011710953,7347.4795909714885,13446905.240565423,12728917.813387292,7345.298391068354,12724911.15512984,0.9921293987755812,candidate-030,0.5,0.5,0.0,0.25,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-030.csv
False,gpu_bypass_transfer_reduction,0.26580085216309235,0.7346797588069276,33749.0,127201.0,0.02290280949071776,0.008177437331873762,3419.8278262629174,3448.0238250107504,7366.758409247268,7347.4795909714885,12869523.157879652,12728917.813387292,7345.298391068354,12725012.447925342,0.9846525133273719,candidate-031,0.5,0.5,0.0,0.5,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-031.csv
False,gpu_bypass_transfer_reduction,0.25621398333477857,0.7444910024292262,32501.0,127201.0,0.036092981321416674,0.010587758382450116,3350.247829395812,3386.0990277607925,7617.7863196935505,7347.4795909714885,13038927.023203287,12728917.813387292,7345.298391068354,12724950.523128092,1.0023998090849915,candidate-032,0.5,0.5,0.0,0.5,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-032.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.24103317028797588,0.7625254518439321,30207.0,127201.0,0.053781771600836005,0.059421204838588794,3147.8642394649796,3346.731029509101,7975.40011710953,7347.4795909714885,13446266.954151157,12728917.813387292,7345.298391068354,12724911.15512984,1.0080814805941765,candidate-033,0.5,0.5,0.0,0.5,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-033.csv
False,gpu_bypass_transfer_reduction,0.26564469372321653,0.7348920212891408,33722.0,127201.0,0.02354890889063105,0.008594023761988085,3418.391426326707,3448.0238250107504,7372.399017796852,7347.4795909714885,12872933.19056672,12728917.813387292,7345.298391068354,12725012.447925342,1.0239256620042918,candidate-034,0.5,0.5,0.0,0.75,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-034.csv
False,gpu_bypass_transfer_reduction,0.2562081198265668,0.7444988640026415,32500.0,127201.0,0.03610278120773799,0.010603469676538465,3350.1946293981746,3386.0990277607925,7617.7863196935505,7347.4795909714885,13038926.970003288,12728917.813387292,7345.298391068354,12724950.523128092,1.0101565670212893,candidate-035,0.5,0.5,0.0,0.75,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-035.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.23626611854254653,0.768665340681284,29426.0,127201.0,0.0537903668531913,0.08506335977615705,3062.04684387194,3346.731029509101,7975.40011710953,7347.4795909714885,13446430.798633315,12728917.813387292,7345.298391068354,12724911.15512984,1.0086065897249468,candidate-036,0.5,0.5,0.0,0.75,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-036.csv
False,gpu_bypass_transfer_reduction,0.2584751102709515,0.7420146068034056,32816.0,127201.0,0.02767431061227313,0.004697676932416215,3370.1922284672037,3386.0990277607925,7430.21688843146,7347.4795909714885,12936133.963234372,12728917.813387292,7345.298391068354,12724950.523128092,1.0065853606445796,candidate-037,1.0,0.0,0.0,0.25,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-037.csv
False,gpu_bypass_transfer_reduction,0.25317124319040074,0.7475412929143639,32113.0,127201.0,0.03858335451328472,0.008489760372403952,3329.6062303124927,3358.115829003509,7638.379264506511,7347.4795909714885,13095613.246791007,12728917.813387292,7345.298391068354,12724922.539929336,0.9928455157723097,candidate-038,1.0,0.0,0.0,0.25,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-038.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.2400536218700627,0.7634924253740144,30084.0,127201.0,0.05377317601733687,0.05806737927950718,3141.320639755577,3334.973830031231,7975.40011710953,7347.4795909714885,13446898.9629657,12728917.813387292,7345.298391068354,12724899.397930363,0.9894895530675938,candidate-039,1.0,0.0,0.0,0.25,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-039.csv
False,gpu_bypass_transfer_reduction,0.2584751102709515,0.7420146068034056,32816.0,127201.0,0.027760763470391813,0.004697676932416215,3370.1922284672037,3386.0990277607925,7430.21688843146,7347.4795909714885,12936681.286293663,12728917.813387292,7345.298391068354,12724950.523128092,0.9986099233089953,candidate-040,1.0,0.0,0.0,0.5,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-040.csv
False,gpu_bypass_transfer_reduction,0.2531771309640188,0.7475334313409486,32114.0,127201.0,0.038658156333388725,0.008473918156010478,3329.65943031013,3358.115829003509,7638.379264506511,7347.4795909714885,13096160.623050295,12728917.813387292,7345.298391068354,12724922.539929336,1.1012597047688824,candidate-041,1.0,0.0,0.0,0.5,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-041.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.24009958267835912,0.7634452559335225,30090.0,127201.0,0.053781771600836005,0.057971666388764186,3141.6398397414014,3334.973830031231,7975.40011710953,7347.4795909714885,13446260.729751434,12728917.813387292,7345.298391068354,12724899.397930363,0.9982604077001148,candidate-042,1.0,0.0,0.0,0.5,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-042.csv
False,gpu_bypass_transfer_reduction,0.2583095018631877,0.7422347308590341,32788.0,127201.0,0.028104316902104118,0.005137593166889974,3368.702628533356,3386.0990277607925,7453.260353533551,7347.4795909714885,12938205.075709034,12728917.813387292,7345.298391068354,12724950.523128092,1.066673909551229,candidate-043,1.0,0.0,0.0,0.75,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-043.csv
False,gpu_bypass_transfer_reduction,0.25317124319040074,0.7475412929143639,32113.0,127201.0,0.03866793083562219,0.008489760372403952,3329.6062303124927,3358.115829003509,7638.379264506511,7347.4795909714885,13096160.569850298,12728917.813387292,7345.298391068354,12724922.539929336,0.998055471209998,candidate-044,1.0,0.0,0.0,0.75,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-044.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.2353507940841135,0.7695615600506285,29312.0,127201.0,0.0537903668531913,0.08365636437013493,3055.982044141274,3334.973830031231,7975.40011710953,7347.4795909714885,13446424.733833585,12728917.813387292,7345.298391068354,12724899.397930363,0.9921986704663953,candidate-045,1.0,0.0,0.0,0.75,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-045.csv
False,gpu_bypass_transfer_reduction,0.2584751102709515,0.7420146068034056,32816.0,127201.0,0.02767431061227313,0.004697676932416215,3370.1922284672037,3386.0990277607925,7430.21688843146,7347.4795909714885,12936133.963234372,12728917.813387292,7345.298391068354,12724950.523128092,0.9898961760355236,candidate-046,1.0,0.5,0.0,0.25,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-046.csv
False,gpu_bypass_transfer_reduction,0.25317124319040074,0.7475412929143639,32113.0,127201.0,0.03858335451328472,0.008489760372403952,3329.6062303124927,3358.115829003509,7638.379264506511,7347.4795909714885,13095613.246791007,12728917.813387292,7345.298391068354,12724922.539929336,0.9829933356176278,candidate-047,1.0,0.5,0.0,0.25,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-047.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.2400536218700627,0.7634924253740144,30084.0,127201.0,0.05377317601733687,0.05806737927950718,3141.320639755577,3334.973830031231,7975.40011710953,7347.4795909714885,13446898.9629657,12728917.813387292,7345.298391068354,12724899.397930363,0.9869251076450504,candidate-048,1.0,0.5,0.0,0.25,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-048.csv
False,gpu_bypass_transfer_reduction,0.2584751102709515,0.7420146068034056,32816.0,127201.0,0.027760763470391813,0.004697676932416215,3370.1922284672037,3386.0990277607925,7430.21688843146,7347.4795909714885,12936681.286293663,12728917.813387292,7345.298391068354,12724950.523128092,1.002503995193696,candidate-049,1.0,0.5,0.0,0.5,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-049.csv
False,gpu_bypass_transfer_reduction,0.2531771309640188,0.7475334313409486,32114.0,127201.0,0.038658156333388725,0.008473918156010478,3329.65943031013,3358.115829003509,7638.379264506511,7347.4795909714885,13096160.623050295,12728917.813387292,7345.298391068354,12724922.539929336,1.0117970803746614,candidate-050,1.0,0.5,0.0,0.5,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-050.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.24009958267835912,0.7634452559335225,30090.0,127201.0,0.053781771600836005,0.057971666388764186,3141.6398397414014,3334.973830031231,7975.40011710953,7347.4795909714885,13446260.729751434,12728917.813387292,7345.298391068354,12724899.397930363,0.9957998698137929,candidate-051,1.0,0.5,0.0,0.5,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-051.csv
False,gpu_bypass_transfer_reduction,0.2583095018631877,0.7422347308590341,32788.0,127201.0,0.028104316902104118,0.005137593166889974,3368.702628533356,3386.0990277607925,7453.260353533551,7347.4795909714885,12938205.075709034,12728917.813387292,7345.298391068354,12724950.523128092,1.0054161919327265,candidate-052,1.0,0.5,0.0,0.75,50,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-052.csv
False,gpu_bypass_transfer_reduction,0.25317124319040074,0.7475412929143639,32113.0,127201.0,0.03866793083562219,0.008489760372403952,3329.6062303124927,3358.115829003509,7638.379264506511,7347.4795909714885,13096160.569850298,12728917.813387292,7345.298391068354,12724922.539929336,0.9877120749099978,candidate-053,1.0,0.5,0.0,0.75,100,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-053.csv
False,"p95_cache_delay,modeled_service_cost,p95_vs_selective_migration_only,service_vs_selective_migration_only",0.2353507940841135,0.7695615600506285,29312.0,127201.0,0.0537903668531913,0.08365636437013493,3055.982044141274,3334.973830031231,7975.40011710953,7347.4795909714885,13446424.733833585,12728917.813387292,7345.298391068354,12724899.397930363,0.9785502902260987,candidate-054,1.0,0.5,0.0,0.75,200,/root/autodl-tmp/flowcache-runs/g3-p1-20260728T052741Z/tuning/candidate-054.csv
