capacity_gib,concurrency,baseline,task_id,capacity_blocks,n_accesses,elapsed_s,global_block_hit_rate,global_p95_ttft_ms,global_throughput,migrate_ms_total,restore_ms_total,migrate_count,restore_count,fallback_count,n_tasks,task_miss_cost_ms,task_saved_prefill_ms,task_p95_ttft_ms,task_p50_ttft_ms,task_hits,task_misses,task_block_hit_rate,task_n_requests
1,4,apc_lru,retail-66,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,3706109.7784843296,6659230.639046989,105463.43820542097,1473.495714366436,52432,20744,0.7165190772931016,204
1,4,apc_lru,airline-21,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,520529.08551413566,2851844.4152818993,19080.61757683754,1099.6035933494568,28071,4891,0.8516170135307324,131
1,4,apc_lru,airline-26,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,1927267.1447964385,3756863.540265709,105340.78131616116,2420.25582306087,32779,12932,0.7170921659994313,138
1,4,apc_lru,retail-75,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,525957.163288258,2741647.144274786,11102.644931524992,706.1464786529541,30786,4730,0.8668205879040433,142
1,4,apc_lru,retail-45,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,359629.71738073975,5066647.319347598,4760.691225528717,682.8880934044719,52636,3352,0.9401300278631135,198
1,4,apc_lru,retail-80,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,989340.3272358701,4119860.5974894017,19978.08664292097,774.3435502052307,43510,7670,0.8501367721766315,182
1,4,apc_lru,airline-17,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,2122502.561849542,5090855.160809122,96313.64613771439,3662.4574586749077,36124,12569,0.7418725484155834,136
1,4,apc_lru,airline-34,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,27109440.556618385,6476922.709526494,316177.5219142437,2883.9489966630936,31930,28019,0.5326193931508448,149
1,4,apc_lru,airline-15,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,684698.5215255991,3015741.8171511963,27684.835515916348,2073.3024459332228,26718,5858,0.8201743614931237,115
1,4,apc_lru,airline-4,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,2425858.0536525697,4682591.336403042,94390.933342278,1743.878647685051,38245,14619,0.7234601997578692,159
1,4,apc_lru,retail-12,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,3128944.309751503,3433352.354593575,201801.26343667507,1172.8309392929077,33445,13228,0.7165813211064213,143
1,4,apc_lru,airline-14,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,20803847.869265825,4737663.935815915,291260.7982903719,2687.649965286255,26077,21601,0.5469398884181383,129
1,4,apc_lru,airline-43,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,78975.1693205908,301235.7204752043,10950.943812727928,576.8925622105598,5527,1129,0.8303786057692307,43
1,4,apc_lru,retail-114,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,36519.46302689612,608150.2498351038,2166.5639877319336,327.12440472096205,11254,621,0.9477052631578947,69
1,4,apc_lru,retail-63,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,12633127.655465156,8632672.024308704,207948.03757220507,2428.154729306698,54215,32932,0.6221097685519869,202
1,4,apc_lru,retail-69,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,163551.08129233122,3481903.1294751912,2551.5952557325363,787.6086831092834,37704,1906,0.9518808381721787,155
1,4,apc_lru,retail-6,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,1678403.6309234798,5362411.590536125,69523.37814122438,1225.9661629796028,46769,11439,0.8034806212204508,173
1,4,apc_lru,retail-9,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,3754129.403919913,6254141.600070521,89856.14143311977,2688.288187608123,48277,23000,0.6773152629880607,191
1,4,apc_lru,airline-2,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,34270341.56752564,6297042.585019954,2812387.2803058475,4299.260139465332,24476,34047,0.4182287305845565,117
1,4,apc_lru,retail-21,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,5430962.730922736,5890923.213143833,104521.5722322464,2635.145477950573,50381,33155,0.6031052480367746,225
1,4,apc_lru,retail-72,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,1239347.2566697747,6507407.889587805,20923.55588078499,1078.7147283554077,55430,9535,0.8532286615870084,201
1,4,apc_lru,retail-83,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,1146469.402173534,5473942.098014988,39155.50518035889,1113.1217367947102,51397,7859,0.8673720804644256,194
1,4,apc_lru,retail-55,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,2058859.0329652652,6540376.760121435,68401.24666690826,1398.898422718048,59295,14377,0.8048512324899555,226
1,4,apc_lru,retail-78,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,162243.6215141788,3836783.6598996073,1912.7610325813293,620.9509372711182,46368,2050,0.9576603742409847,197
1,4,apc_lru,airline-44,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,108759.91186592728,303341.0726878792,19255.52289187908,950.9391337633133,5038,1620,0.756683688795434,39
1,4,apc_lru,retail-95,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,1540579.2282549664,3243322.2491117194,57782.13722258806,815.9894403070211,32502,9399,0.7756855444977447,147
1,4,apc_lru,retail-85,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,261023.36824126542,5170811.101348139,3851.104438304901,941.6946768760681,49438,2582,0.9503652441368704,179
1,4,apc_lru,retail-5,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,1208346.4456358925,7116502.772142179,44254.49162721634,1176.9783683121204,56748,9158,0.8610445179498073,187
1,4,apc_lru,airline-20,1170,8262330,19.02,0.7277874401046678,101546.64581269026,35.74156322401759,0.0,0.0,0,0,0,165,845821.9602601603,4457834.568956867,43187.72065266967,2149.192862212658,34047,6104,0.8479738985330377,122
1,4,gdsf,retail-19,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,6736927.121547051,7142039.959770627,118465.07433056831,4687.879648990929,43236,27616,0.6102297747417151,179
1,4,gdsf,airline-32,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,3750727.6701433584,5407674.022979103,92388.89640569687,9560.249857604504,39802,23495,0.6288133718817638,165
1,4,gdsf,retail-86,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,1242121.0921891034,5709499.157344922,21988.011572510004,2487.3544927686453,54421,10396,0.8396099788635697,220
1,4,gdsf,airline-8,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,10670257.143706083,5191760.86028479,68516.56591519713,2660.6650091707706,33449,15170,0.6879820646249408,154
1,4,gdsf,retail-27,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,2087738.8908741996,4928056.354940869,62180.34200742841,3007.9692900180817,44334,15286,0.743609527004361,187
1,4,gdsf,retail-10,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,1076100.2043476328,2727072.412047535,41070.36788761616,1915.391307324171,29155,8946,0.7652030130442771,138
1,4,gdsf,retail-34,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,3413919.2753471434,4147531.3487714157,72423.62616956234,6590.5609130859375,35626,23333,0.6042504113027697,168
1,4,gdsf,retail-50,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,2198345.474061556,4029960.2807173505,73175.65712425858,1385.293886065483,35922,13488,0.7270188221007893,161
1,4,gdsf,retail-17,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,149574.29596874863,1663977.7327869087,4430.189544335008,670.944482088089,23547,2135,0.9168678451833969,125
1,4,gdsf,retail-18,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,1340868.5163939372,4004428.3952545375,52021.873973309994,1465.2229994535446,37285,9749,0.7927244121273972,158
1,4,gdsf,retail-97,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,2841387.306782417,6349923.50099422,87189.03827667236,2315.0083422660828,49835,16711,0.7488804736573198,190
1,4,gdsf,retail-104,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,4204093.299098313,5707543.2125572115,82517.66569912434,6467.696458101273,46580,26087,0.6410062339163581,198
1,4,gdsf,airline-3,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,2273132.3165232316,2317661.916550249,105304.97646331787,1810.0370466709137,17988,12605,0.5879776419442356,88
1,4,gdsf,retail-99,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,31021811.884075403,13281693.970003165,1816785.572361201,29415.597934275866,40559,49654,0.449591522286145,182
1,4,gdsf,airline-5,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,3761201.9130773842,5346290.261804126,79800.84076989442,4582.174122333527,42630,24849,0.6317521006535367,182
1,4,gdsf,retail-102,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,2373240.6023582444,6061319.420216605,63002.22742371261,2549.9045625329018,52380,15520,0.7714285714285715,206
1,4,gdsf,retail-11,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,4369038.037730381,6034936.873477884,101740.69847911596,2671.2616067379713,53539,25088,0.6809238556729876,224
1,4,gdsf,retail-29,1170,8262330,29.45,0.7058172452564834,81775.91168880463,35.78204380724338,0.0,0.0,0,0,0,165,18117266.379089095,9247296.502728015,202782.1268737316,27975.28126090765,50654,62242,0.44867842970521543,234
